post_id,platform,content_format,content_genre,caption,locality,age_group,post_date,views,likes,shares,comments,trending
CHN01093,tiktok,video,education,Online courses are getting too expensive for what they offer,Adyar,25-34,2024-08-19,52882,4155,766,504,False
CHN01094,twitter,thread,finance,Just made my first profitable investment — so exciting! 📈,Anna Nagar,25-34,2023-07-16,2939,302,166,23,False
CHN01095,instagram,carousel,food,"Exploring new cafes this weekend, stay tuned",Perambur,25-34,2024-10-10,37368,2514,390,778,False
CHN01096,instagram,story,fashion,Neutral look today — just keeping it simple and clean,OMR,18-24,2023-02-12,33605,1033,1347,169,False
CHN01097,tiktok,duet,education,Online courses are getting too expensive for what they offer,OMR,25-34,2023-02-14,21621,1258,255,639,False
CHN01098,instagram,story,travel,Tourist traps everywhere — completely ruined the trip,OMR,25-34,2023-12-07,32077,1747,1760,724,False
CHN01099,youtube,video,food,The service was terrible and food arrived cold. Avoid.,Velachery,25-34,2023-09-22,1294,165,38,34,False
CHN01100,instagram,reel,education,This course completely changed how I think about data,T Nagar,25-34,2024-10-20,4015,542,128,49,False
CHN01101,youtube,live,travel,Planning a solo trip next month — any suggestions?,Velachery,13-17,2023-09-14,149613,10001,7134,2548,False
CHN01102,instagram,story,travel,Pondicherry weekend trip was absolutely magical 🌊,Nungambakkam,25-34,2024-01-03,37777,3062,522,878,False
CHN01103,tiktok,video,fashion,Not sure about this trend honestly — feels overdone,Anna Nagar,25-34,2023-04-16,17431,1399,617,479,False
CHN01104,tiktok,stitch,finance,Financial freedom is possible with the right discipline,T Nagar,25-34,2023-01-05,4030,129,76,26,False
CHN01105,tiktok,duet,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Velachery,25-34,2023-10-30,70030,10447,3350,776,False
CHN01106,youtube,video,travel,Pondicherry weekend trip was absolutely magical 🌊,Nungambakkam,25-34,2024-06-15,169484,14693,4392,3730,False
CHN01107,youtube,short,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,T Nagar,35-50,2024-09-15,61527,3885,1591,485,False
CHN01108,twitter,tweet,technology,Review of this device after 30 days of usage,Nungambakkam,25-34,2024-01-06,2598,185,102,71,False
CHN01109,twitter,tweet,education,Online courses are getting too expensive for what they offer,Anna Nagar,50+,2023-09-29,9312,1147,185,152,False
CHN01110,instagram,post,travel,This hidden beach near Chennai is a total paradise!,Tambaram,50+,2024-01-23,26295,2091,783,383,False
CHN01111,instagram,post,entertainment,Total waste of time — worst screenplay I have seen,Velachery,18-24,2024-08-25,17534,1002,397,435,False
CHN01112,instagram,story,fitness,Injured again because of bad form advice online. Frustrated.,OMR,50+,2023-08-11,33791,3907,1001,903,False
CHN01113,twitter,tweet,entertainment,So disappointed by the ending — ruined the whole series,T Nagar,35-50,2024-10-06,6688,635,282,185,False
CHN01114,youtube,short,fitness,Gym was packed and equipment broken — worst experience,Tambaram,18-24,2024-08-08,82451,7528,3358,1186,False
CHN01115,instagram,post,technology,Tech companies keep promising and underdelivering. Annoyed.,T Nagar,13-17,2024-11-08,13582,1866,783,252,False
CHN01116,instagram,story,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,T Nagar,35-50,2024-07-14,5409,289,226,127,False
CHN01117,instagram,carousel,fashion,Neutral look today — just keeping it simple and clean,Velachery,13-17,2023-09-24,1214,134,55,24,False
CHN01118,twitter,thread,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Chromepet,25-34,2024-12-27,5489,380,217,123,False
CHN01119,youtube,live,fitness,Rest day today — recovery is just as important as training,T Nagar,18-24,2023-01-09,82704,10915,4278,909,False
CHN01120,youtube,live,travel,Tourist traps everywhere — completely ruined the trip,Nungambakkam,18-24,2023-10-18,78500,6394,1503,808,False
CHN01121,instagram,carousel,technology,Unboxing the new laptop today — first impressions coming,Anna Nagar,25-34,2024-08-14,41038,5005,2449,422,False
CHN01122,instagram,post,education,Learning something new every single day — growth mindset 💡,Anna Nagar,13-17,2023-02-13,28325,1636,1339,601,False
CHN01123,tiktok,video,fashion,Neutral look today — just keeping it simple and clean,Perambur,50+,2023-02-14,1747,253,34,18,False
CHN01124,instagram,story,travel,Road trip highlights from last weekend — part one,T Nagar,25-34,2023-06-01,33340,3300,510,621,False
CHN01125,instagram,post,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,T Nagar,25-34,2024-07-25,42262,4735,1250,762,False
CHN01126,youtube,short,fashion,Finally found the perfect fit for my style 🔥,Porur,13-17,2023-06-20,130029,10091,3144,2217,False
CHN01127,instagram,carousel,finance,Just made my first profitable investment — so exciting! 📈,Nungambakkam,18-24,2024-05-31,43590,3580,438,1162,False
CHN01128,twitter,reply,fitness,Rest day today — recovery is just as important as training,Nungambakkam,50+,2024-03-13,8210,845,274,224,False
CHN01129,youtube,short,education,Learning something new every single day — growth mindset 💡,Anna Nagar,13-17,2024-04-15,96594,12591,5092,1476,False
CHN01130,youtube,short,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Velachery,18-24,2023-09-03,119199,7255,3524,1662,False
CHN01131,instagram,post,fashion,Not sure about this trend honestly — feels overdone,OMR,18-24,2023-05-01,31764,1527,1784,817,False
CHN01132,youtube,short,entertainment,Best Tamil film of the year without any question 🌟,Adyar,50+,2023-07-29,39283,5737,1845,406,False
CHN01133,youtube,video,fashion,Why does fast fashion keep failing us? So frustrating,Velachery,25-34,2024-01-03,198388,25583,5491,2630,True
CHN01134,youtube,video,fitness,Gym was packed and equipment broken — worst experience,T Nagar,50+,2023-02-26,27648,3741,1075,730,False
CHN01135,youtube,short,entertainment,So disappointed by the ending — ruined the whole series,Velachery,35-50,2023-01-27,122594,11902,1672,2321,False
CHN01136,youtube,video,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,OMR,25-34,2023-05-21,17500,2352,900,172,False
CHN01137,twitter,reply,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Tambaram,18-24,2023-03-10,9768,365,188,121,False
CHN01138,twitter,thread,fitness,Gym was packed and equipment broken — worst experience,Adyar,25-34,2024-11-06,1014,128,46,23,False
CHN01139,instagram,post,fashion,Not sure about this trend honestly — feels overdone,Nungambakkam,18-24,2023-11-25,14525,2059,372,237,False
CHN01140,instagram,reel,food,The service was terrible and food arrived cold. Avoid.,Porur,25-34,2023-06-25,39024,2483,1031,382,False
CHN01141,twitter,tweet,fashion,Not sure about this trend honestly — feels overdone,Chromepet,35-50,2024-01-05,691,29,39,19,False
CHN01142,instagram,carousel,entertainment,Best Tamil film of the year without any question 🌟,OMR,18-24,2024-03-10,33809,3860,1434,933,False
CHN01143,instagram,story,fashion,Not sure about this trend honestly — feels overdone,T Nagar,35-50,2023-09-17,11321,938,170,281,False
CHN01144,twitter,tweet,travel,Planning a solo trip next month — any suggestions?,Velachery,25-34,2023-04-16,5285,284,233,103,False
CHN01145,twitter,thread,travel,Tourist traps everywhere — completely ruined the trip,T Nagar,35-50,2024-04-11,6683,1002,126,143,False
CHN01146,tiktok,duet,fashion,Neutral look today — just keeping it simple and clean,Anna Nagar,25-34,2023-03-10,35710,3296,576,570,False
CHN01147,instagram,post,travel,Tourist traps everywhere — completely ruined the trip,T Nagar,13-17,2024-01-07,18308,2346,1025,128,False
CHN01148,twitter,thread,entertainment,So disappointed by the ending — ruined the whole series,OMR,18-24,2024-12-04,928,56,46,26,False
CHN01149,instagram,carousel,technology,Review of this device after 30 days of usage,Adyar,18-24,2024-01-19,9763,451,150,205,False
CHN01150,youtube,live,fashion,This look is absolutely stunning — turning heads everywhere,Velachery,18-24,2023-04-11,20418,640,868,194,False
CHN01151,youtube,short,fitness,Trying a new workout split this month — tracking progress,Tambaram,35-50,2024-01-12,106494,9355,3618,1611,False
CHN01152,instagram,post,fitness,Gym was packed and equipment broken — worst experience,Chromepet,25-34,2024-03-31,26035,910,1346,264,False
CHN01153,instagram,carousel,education,Education system needs serious reform — very concerning,OMR,25-34,2023-09-22,46575,3377,2762,917,False
CHN01154,tiktok,stitch,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Anna Nagar,18-24,2023-09-29,30529,3806,772,476,False
CHN01155,twitter,reply,finance,Lost money following random stock tips online. Lesson learnt.,Adyar,50+,2023-08-06,6705,867,229,166,False
CHN01156,youtube,video,technology,AI tools are changing everything about how I work 🚀,OMR,35-50,2024-09-09,131212,19200,7388,784,False
CHN01157,instagram,carousel,fashion,This collection is disappointing compared to last season,Velachery,25-34,2024-10-20,49365,5350,2065,1297,False
CHN01158,tiktok,video,travel,Worst travel experience of my life — avoid this agency,Anna Nagar,25-34,2023-08-26,38932,3165,2040,202,False
CHN01159,twitter,thread,fitness,Gym was packed and equipment broken — worst experience,Nungambakkam,35-50,2024-06-09,8718,936,426,165,False
CHN01160,instagram,carousel,education,Online courses are getting too expensive for what they offer,Tambaram,25-34,2024-06-09,25482,1921,1492,614,False
CHN01161,youtube,short,fashion,Not sure about this trend honestly — feels overdone,Tambaram,18-24,2024-05-28,27163,1807,895,738,False
CHN01162,instagram,post,technology,Privacy concerns with this app are genuinely worrying,T Nagar,18-24,2023-02-04,30946,1818,428,823,False
CHN01163,instagram,carousel,fashion,"Trying out a new aesthetic this week, let me know thoughts",T Nagar,35-50,2023-07-01,41391,5264,1741,238,False
CHN01164,instagram,story,finance,Comparing different investment options this week,Chromepet,18-24,2023-11-28,20068,1097,534,395,False
CHN01165,instagram,story,education,Education system needs serious reform — very concerning,Tambaram,50+,2024-09-22,8621,872,131,206,False
CHN01166,tiktok,stitch,food,Tried the new place in T Nagar — completely worth the hype!,T Nagar,18-24,2024-11-27,7688,1056,458,140,False
CHN01167,twitter,tweet,food,"Exploring new cafes this weekend, stay tuned",Velachery,13-17,2023-12-11,4143,574,158,41,False
CHN01168,youtube,live,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Velachery,13-17,2023-12-04,121879,10696,5235,1979,False
CHN01169,youtube,video,finance,Just made my first profitable investment — so exciting! 📈,Anna Nagar,35-50,2024-03-08,194648,17521,10135,5601,True
CHN01170,tiktok,video,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,T Nagar,13-17,2023-04-25,25495,3290,1145,450,False
CHN01171,instagram,story,technology,Unboxing the new laptop today — first impressions coming,Velachery,35-50,2023-02-27,9269,840,281,264,False
CHN01172,instagram,reel,fashion,Not sure about this trend honestly — feels overdone,OMR,13-17,2024-05-18,21194,1931,687,310,False
CHN01173,tiktok,video,education,Learning something new every single day — growth mindset 💡,Adyar,35-50,2023-05-03,10013,573,426,257,False
CHN01174,instagram,carousel,food,Overpriced and underwhelming — will not be returning,Tambaram,13-17,2023-01-30,25797,2782,684,492,False
CHN01175,instagram,reel,finance,Banks keep adding hidden charges — absolutely infuriating,Porur,18-24,2023-02-06,26020,2186,714,776,False
CHN01176,youtube,live,fashion,"Trying out a new aesthetic this week, let me know thoughts",Anna Nagar,13-17,2024-04-12,170874,19866,8958,4852,True
CHN01177,tiktok,video,food,"Exploring new cafes this weekend, stay tuned",OMR,25-34,2023-06-28,66513,9745,3948,1323,False
CHN01178,instagram,carousel,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Porur,35-50,2023-09-04,48911,3202,2663,988,False
CHN01179,tiktok,video,technology,This new phone camera is absolutely incredible 📱,OMR,25-34,2024-11-22,59315,3097,2093,703,False
CHN01180,instagram,post,fashion,This collection is disappointing compared to last season,Nungambakkam,18-24,2023-01-29,38025,2385,1110,210,False
CHN01181,youtube,live,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Perambur,25-34,2023-10-09,49152,3503,1655,350,False
CHN01182,twitter,tweet,entertainment,Finished the series — mixed feelings overall honestly,Velachery,25-34,2024-04-05,8462,315,359,123,False
CHN01183,tiktok,video,fashion,This look is absolutely stunning — turning heads everywhere,Porur,18-24,2024-03-15,25675,2559,1040,398,False
CHN01184,instagram,story,fashion,Finally found the perfect fit for my style 🔥,Chromepet,25-34,2024-02-21,45670,4910,1965,378,False
CHN01185,tiktok,stitch,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Tambaram,25-34,2024-03-23,6522,431,215,73,False
CHN01186,tiktok,duet,entertainment,So disappointed by the ending — ruined the whole series,Perambur,35-50,2024-08-11,72741,5012,4112,2084,False
CHN01187,tiktok,duet,finance,Crypto market is a complete disaster right now. Stressed.,Porur,13-17,2023-06-11,85633,11510,4734,1049,False
CHN01188,youtube,short,entertainment,Best Tamil film of the year without any question 🌟,T Nagar,50+,2023-12-23,90608,6134,1480,1904,False
CHN01189,tiktok,duet,education,Currently studying for my upcoming exam — wish me luck,Perambur,13-17,2023-08-12,43279,1417,1958,433,False
CHN01190,tiktok,stitch,food,Overpriced and underwhelming — will not be returning,Nungambakkam,25-34,2023-07-03,28731,2526,1207,624,False
CHN01191,instagram,post,entertainment,Total waste of time — worst screenplay I have seen,Porur,18-24,2024-07-13,36603,1234,1687,895,False
CHN01192,instagram,reel,food,Best filter coffee in Chennai — no debate needed ☕,Nungambakkam,25-34,2024-09-27,49009,5554,575,1317,False
CHN01193,tiktok,duet,technology,Just upgraded my setup — productivity through the roof!,T Nagar,18-24,2024-03-27,89604,10598,1566,2545,False
CHN01194,tiktok,duet,education,Currently studying for my upcoming exam — wish me luck,Adyar,35-50,2024-02-08,60751,5576,3040,551,False
CHN01195,youtube,video,entertainment,New episode drops tonight — no spoilers in comments please,Anna Nagar,18-24,2024-01-23,179638,15230,7377,5029,False
CHN01196,tiktok,stitch,travel,Pondicherry weekend trip was absolutely magical 🌊,Tambaram,13-17,2023-08-27,86493,5079,4944,1645,False
CHN01197,instagram,reel,food,Tried the new place in T Nagar — completely worth the hype!,OMR,35-50,2024-03-29,32074,2117,771,548,False
CHN01198,youtube,short,technology,Review of this device after 30 days of usage,Anna Nagar,13-17,2023-03-29,43553,3893,743,555,False
CHN01199,twitter,reply,entertainment,This song has been on repeat and I still hate it somehow,Porur,35-50,2024-01-02,6096,367,111,54,False
CHN01200,tiktok,stitch,fashion,This look is absolutely stunning — turning heads everywhere,Perambur,50+,2024-07-31,91421,3100,4528,2571,False
CHN01201,instagram,story,technology,This new phone camera is absolutely incredible 📱,Perambur,50+,2023-07-09,30772,4197,868,330,False
